Datetime;Tanggal;Bulan;Tahun;Jam;Hari;Department;Tipe_Insiden;Jenis_Alat;Nomor_Alat;Lokasi;Penyebab;Akibat;Nama_Terlibat;Nama_Perusahaan;Status;Group;Shift;Nama_Korban;Nomor_Container;Deskripsi_Kejadian
20/01/23;20;January;2023;22;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Method;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Saat kapal CTP Fortune / 263 S yang sedang proses sandar kapal di bantu oleh petugas security , dalam kondisi gangway kapal CTP FORTUNE sudah terbuka sebelumnya dan petugas sandar Kapal Sdr. Nandang Kusnandar sudah memberikan informasi kepada PANDU tetapi tidak keburu karena Kapal sudah mepet ke dinding Dermaga dan pada kade 570 gangway tersebut membentur tiang QCC 04 yang sedang terparkir sehingga gangway rusak dan patah.
Jenis kerusakan : Gangway rusak / penyok di bagian tengah dan patah pada bagian bawah"
28/01/23;28;January;2023;13;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 51 sedang muat di blok B2 dan di slot sebelahnya (slot 20).  Pada saat bersamaan sedang muat juga RTG 46 dengan jarak yang sangat dekat.  Awal muat di slot 18 row 1 sampai 3 RTG 51 tidak menemukan kendala. Tetapi ketika hendak mengangkat di row 4 RTG 51 melakukan pergeseran untuk memposisikan dengan kontainer yang berada di row 4, ketika pergeseran tersebut tanpa di sadari wheel guard motor gantry RTG 51 menabrak RTG 46 yang sedang muat di slot 20. 
Jenis kerusakan : Wheel guard motor gantry RTG 51 pecah dan limit collation RTG 51 terlepas dari dudukannya / patah.  "
01/02/23;1;February;2023;17;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 17.22 RTG 03 diminta parkir oleh time emergency PT JPPI ke area maintenance blok C5 untuk perbaikan lock unlock. Opr. RTG 03 memakirkan RTG 03 dipandu oleh Sdr. Abu Bakar Nur dari PT JPPI. RTG 03 sudah terparkir, Operator RTG 03 turun. Marka jalur gantry di area maintenance tidak jelas, pada saat RTG 46 gantry dari arah selatan ke utara di blok B5 yang akan menuju B4, dengan posisi kabin di sebelah barat (jalur pelayanan), fokus Operator RTG 46 pada saat gantry yaitu fokus dengan galian yang berada di antara Blok B5-B4, sesampainya di Blok B5, tanpa disadari bagaian walkway akses room electric RTG 46 sebelah timur menabrak gridting engine RTG 03 sebelah barat.
06/02/23;6;February;2023;10;Monday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Machine;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;HT 94 chasis 167 selesai bongkar di blok M3 yang selanjutnya akan bongkar lagi di kapal COSCO HAIFA VOY 102N Berth V, sesampainya di blok O1 driver HT melihat adanya api dari ruang mesin dan melaporkan ke pengawas HT. Saat itu safety sedang patrol di blok M1, ketika mendapat laporan langsung menuju TKP dan melakukan pemadaman. Api berhasil dipadamkan selama 30 menit.
15/02/23;15;February;2023;11;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat operator QCC 17 sedang melakukan pelayanan kapal SITC XINCHENG dan ketika akan melakukan muat kontainer expor TRHU 8135081 / 40 FT di bay 42 row 11 tir 1 dengan di pandu solo dari sebelah kanan (timur). Tanpa disadari kontainer tersebut bagian sebelah kiri (barat) menyenggol kedudukan lampu yang berada di sebelah barat, di karenakan waktu muat posisi tersebut tidak pas pada twist lock (kurang ke kiri) sehingga kontainer tersebut bagian sebelah kiri jeblos ke bawah dan menyenggol ke dudukan lampu.
16/02/23;16;February;2023;16;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Machine;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 03B sedang muat kontainer TOLU 8979290/40ft OH yang akan muat di bay 30-08-08 di atas kapal CMA CGM MOMBASA VOY POAU6N dengan alat bantu rantai, ketika kontainer OH tersebut diangkat dari JHT 212 tidak terdapat kendala, tetapi ketika kontainer OH tersebut masuk cell guide bay 30, rantai sebelah kanan laut terlepas. Mengakibatkan tiang corner casting kontainer OH bengkok dan wire lasing pengikat muatan kontainer putus. DM berkoordinasi dengan agen pelayaran dan kontainer OH tersebut batal muat dan distack di blok U2.
21/02/23;21;February;2023;9;Tuesday;Safety;First Aid / Injury;QCC;< NOMOR ALAT >;Dermaga;Method;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat QCC 17 sedang bekerja di kapal CMA CGM PUGET, Dermaga Utara Berth VII, ketika QCC 17 sedang mengangkat kontainer OH TLLU 1515990/40ft dari bay 38 yang akan dimuat di HT 128/155 menggunakan rantai, kontainer OH sudah on chasis, anggota TKBM hendak melepas rantai pada bagian atas kontainer OH menggunakan forklift 29 sebagai pijakan. Pada saat garpu forklift sudah terangkat kurang lebih 1m, anggota TKBM tersebut jatuh karena guncangan yang disebabkan box tempat rantai pijakan tidak terpasang dengan kuat.
22/02/23;22;February;2023;10;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat QCC 05 sedang muat kontainer CAAU 6309505/40ft yang akan diletakkan di bay 02 row 07 tier 84, saat itu operator tidak melihat kalua di bay tersebut ada lasing melintang, sedangkan tidak ada informasi dari Solo ke Operator dikarenakan posisi Solo tidak tepat (muat sebelah laut, Solo berada di sebelah darat) sehingga lasing tersebut tersenggol kontainer dan mental mengenai gangway hingga bengkok.
01/03/23;1;March;2023;14;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;
04/03/23;4;March;2023;23;Saturday;Safety;Dangerous Occurrence;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 23.30 WIB pada saat QCC 18 dengan operator Sdr Sahelan, OA Wiski Tri Muhbasir Putra dan OA Solo Abdul Haris sedang melakukan bongkaran di bay 41-43 sisi darat kapal MSC CHULAI III pada berth 5, ketika hendak bongkar twin row 1 darat tier 5, karena lock bagian tengah sepatu kodok kondisi tidak bagus yang menyebabkan stuck, sehingga ketika spreader dilepas dari kontainer, 10 kontainer yang berada di row 1 darat bay 41-43 jatuh berserakan dan menimpa tangga kapal, QCC dan gearbox di dermaga.
07/03/23;7;March;2023;0;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 04.19 WIB safety mendapat laporan dari Solo QCC 19, Sdr. Ahmad Taufik Fauzi (Kopegmar) Wisky Sdr. Chirstian Franklin, dan operator QCC 19, Sdr.Ahmad Santoso,    telah terjadi insiden diatas kapal JONATHAN SWIFT ketika akan tutup palka laut di bay 03 di pandu oleh Solo dari sebelah barat., pada saat sebelum tutup palka laut, Solo sudah melakukan pengecekan platform gangway yang berada di sebelah timur dan kondisinya platform gangway sudah terbuka semua, namun saat palka laut akan ditutup salah satu platform gangway yang berada disebelah timur kondisinya menutup (tertutup sendiri) karna goncangan / geteran, sehingga palka menyenggol salah satu platform gangway yang berada di sebelah timur.
08/03/23;8;March;2023;11;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 11.05 WIB, pada saat QCC 19 dengan Operator Sdr Egi Rekamsyah, OA Wiski Sdr Much Taufik H dan OA Solo Nur Aldi Muzidan sedang menutup palka di bay 10, ketika palka turun, sisi timur darat palka tersebut menyenggol tali railing gangway sebelah kanan/timur, sehingga mengakibatkan gangway tersebut bengkok
10/03/23;10;March;2023;15;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 15.30 WIB safety mendapatkan laporan dari OA Solo QCC 05 Sdr Dadang Kiswanto, ketika operator Sdr Ali Solichin selesai muatan pada bay 46 dan akan pindah ke bay 50 yang melewati anjungan kapal, operator melakukan boom up di pandu oleh OA Solo. Saat gantry tidak diduga salah satu wire untuk trolley kabin menjuntai ke bawah sehingga tersangkut pada salah satu tiang atap controller bridge yang bedara di anjungan kapal. Akibatnya tiang atap controller bridge tersebut bengkok.
11/03/23;11;March;2023;23;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Sekitar pukul 00:04 safety mendapatkan laporan bahwa telah terjadi insiden di antara blok A3 & A4 Jalur gantry sebelah laut. Pada saat RTG 13 dengan operator Sdr Yusua Dicky Christanto sedang gantry dari arah utara ke selatan dari blok A3 akan menuju blok A4. Setibanya di antara blok A3 dan A4 terdapat external head truck B 9017 UIV dengan supir Sdr Wandi membawa muatan kontainer MEDU 4120579/40"" akan bongkar di blok B4.08.02 karena di blok B4 padat, external head truck tersebut berhenti di jalur gantry sebelah laut sehingga tidak terlihat oleh RTG 13 dan benturan pun tidak dapat dihindarkan. Akibatnya RTG 13 mengalami kerusakan pada kran oli gear box patah hingga oli bocor berceceran, cover connector motor gantry patah dan guar reducer motor gantry patah."
15/03/23;15;March;2023;4;Wednesday;Safety;First Aid / Injury;QCC;< NOMOR ALAT >;Dermaga;Human Error;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 00:41 WIB safety mendapatkan laporan telah terjadi insiden Sdr Abdul Halim (TKBM) terjatuh dari gangway sebelah laut Bay 50 Row 10 kapal MSC NIMISHA III. Pada saat kejadian korban sedang memperbaiki sepatu kontainer yang tersangkut di Row 12 Tier 4. Setelah selesai perbaikan, korban berjalan menyamping ke arah timur dengan posisi berjalan miring, dikarenakan area tersebut kondisinya cukup gelap dan penutup tangga gangway dalam posisi terbuka, tanpa disadari korban salah melangkah dan kaki kiri terjeblos, sehingga korban jatuj dari ketinggian 3 meter
21/03/23;21;March;2023;10;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada pukul 15:40 WIB safety mendapat laporan bahwa telah terjadi insiden di atas kapal YM EFFICIENCY. Waktu insiden terjadi, pukul 10:30 WIB, pada saat QCC 20 dengan operator Sdr Jasman Bagindo, dengan OA Wiski Sdr Muhamad Iqbal Irianto dan OA Solo Dennis Anggi Nuggraha sedang melakukan muatan di bay 24 sebelah darat tanpa disadari membentur gangway platform di Row 06 dan Row 08 yang berada di sebelah barat darat. Hal ini menyebabkan kerusakan pada tiang platform gangway di Row 6 dan Row 8 (patah)
25/03/23;25;March;2023;0;Saturday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Dermaga;Human Error;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 17.00 WIB saat TKBM a/n. Ali Maulana sedang lepas lasing di kapal TMS GLORY bay 21 tir , setelah selesai melepas lasing di tir 2 dan hendak turun, karena tidak ada tangga TKBM turun melalui pintu kontainer dan saat berada di ketinggian + 2.5 meter (saat itu situasi hujan) membuat area tersebut licin mengakibatkan TKBM tersebut terpeleset. Mengakibatkan luka di dagu dan bibirnya.
27/03/23;27;March;2023;0;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 20.30 WIB tim Safety mendapat laporan dari solo Sdr. Tomy Risky telah terjadi insiden di atas kapal LOS ADES BRIDGE.  Pada saat QCC 03B dengan operator Sdr. Tri Hastono di bantu solo Sdr. Tomy Risky dan wisky Sdr. M. IlhamWibisono, sedang melakukan bongkaran reefer OTPU 6174058 / 40 Feet di atas kapal LOS ANDES BRIDGE voy 190N di bay 34 row 04 tir 08, yang akan dimuat di HT 168 chasis 179, ketika operator trolly mundur dengan muatan kontainer reefer tanpa disadari menyenggol railing gangway, yang berakibat patah.
02/04/23;2;April;2023;17;Sunday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 17.25 WIB, saat internal head truck 193/137 dengan operator Wahyu Budianto (PT. Balong) membawa kontainer SKLU 1342334/20” dan BEAU 2744816/20” dari kapal SAWASDEE SUNRISE berth 2 dan hendak bongkar di blok L4, setibanya di blok L4.16 dan akan dibongkar oleh RTG 30, operator SAPTO HADI KURNIAWAN (PT. Balong), ketika spreader landed di kontainer SKLU 1342334/20” dan lampu indicator lock sudah menyala, kemudian operator RTG melakukan hoist up, +  1 meter melewati cabin, bagian belakang kontainer tersebut terlepas dari spreader dan jatuh menimpa cabin internal truck 193.
03/04/23;3;April;2023;21;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 21.13 WIB, saat RTG 20 dengan operator Sdr. MOCHAMMAD IQBAL (PT.Arjuna) hendak kembali deliver di blok K4.21, ketika RTG 20 gantry dari utara ke selatan, disaat bersamaan external headtruck B 9655 UB yang membawa kontainer TCNU 4138518/40” dari blok JJ 10 hendak keluar melalui jalur antara blok J4 – K4 berhenti dan karena posisi ekternal headtruck tersebut terlalu mepet dengan jalur RTG di blok K4, sehingga bagian belakang external headtruck tersebut tertabrak oleh RTG 20.
05/04/23;5;April;2023;17;Wednesday;Safety;Near Miss;Others;< NOMOR ALAT >;Dermaga;Human Error;Facility Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat solo, Sdr. IGO SETIAWAN yang bekerja diatas kapal SITC DECHENG, sedang mengawasi proses bongkar kontainer OH, disaat bersamaan solo melihat alat bantu frame tidak terbuka sempurna (satu lock masih terkunci) sedangkan kontainer OH tersebut posisinya sudah on chassis, solo spontanitas akan memberitahukan ke operator QCC tetapi posisi solo saat itu sedang menuruni tangga gank way bay, saat mencabut radio HT yang tersimpan di saku secara tidak sengaja terlepas dari tangan dan jatuh ke dermaga dan tercebur ke laut
06/04/23;6;April;2023;23;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat RTG 03 dengan operator  Sdr. MUHAMMAD TAUFIQ (PT. Arjuna) awal bekerja berada di blok B5 slot 18, hendak menurunkan pelayanan kontainer eksport di slot 2, ketika gantry posisi kabin sebelah laut (jalur pelayanan), tanpa disadari operator RTG 03 di slot 22 sebelah darat terparkir HT internal 97 yang posisinya mepet ke jalur RTG, sehingga terserempet RTG 03 yang saat itu sedang gantry.
19/04/23;19;April;2023;11;Wednesday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat truck external No. Pol B 9266 UIV dengan supir Sdr. Abdul Kodir, angkutan CV. Garuda Mandiri Trans. Sedang antri pelayanan delivery di blok MM 08 hendak maneuver keluar jalur pelayanan untuk membantu truck di depannya yang mogok (tidak kuat starter). Di karenakan kurang hati-hati dari supir truck tersebut,  ketika manuever chassis bagian belakang kanan truck menyerempet kontainer BMCU 1665804/20” yang di stack di blok MM 05 01 01 hingga robek sekitar 80 cm.
20/04/23;20;April;2023;20;Thursday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Selesai steering di blok 02/03 RTG 51 dengan operator Sdr. Sugito Waluyo gantry dari arah selatan ke utara, hendak masuk blok O2 slot 17 untuk pelayanan relokasi, dikarenakan permukaan jalur RTG di blok O2 tersebut bergelombang dan berlobang, ketika sampai di slot 22, Jack Steering RTG 51 membentur aspal yang mengakibatkan jack steering terlepas dan membentur kabin operator asisten RTG 51.
21/04/23;21;April;2023;8;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat QCC 09 sedang melakukan muatan di kapal APL PUSAN di bay 11 dengan di pandu oleh solo dan setelah kontainer export WHLU 0472651/20” di taruh di bay 11 row 06 tir 06 H dan lampu indikator sudah dalam posisi unlock, namun pada saat spreader QCC 09 No. 78 di angkat tanpa di sadari kontainer tersebut terangkat dan seketika solo menghubungi operator melalui HTuntuk berhenti, dikarenakan ada jeda waktu saat menghubungi operator jadi kontainer sudah terangkat di ketinggian + 60 cm, dan setelah dilakukan pengecekan twistlock sebelah kanan laut (barat) masih lock, namun 3 twistlock lainnya dalam keadaan unlock, sehingga kontainer WHLU 0472651 / 20 “ terangkat sebelah dan membentur kontainer WHSU 2556248 / 20” yang berada di sebelah utara sehingga menyebabkan kontainer WHLU 0472651 / 20” tersangkut.
21/04/23;21;April;2023;17;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Machine;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat QCC 13 dengan operator Sdr. Ahmadian F di bantu dengan Solo Sdr. Dadang Kiswanto dan whisky Sdr. Nanda Oktama, sedang pelayanan muat kontainer TLLU 4930275/40”, diatas kapal MV SPL CITRA voy OQAEAn di bay 06 row 02 tir 05, posisi flipper sisi kiri laut masih down, ketika lower flipper terbentur ke cell guide yang mengakibatkan flipper patah dan selang hoist terlepas juga mengeluarkan cairan oli.
26/04/23;26;April;2023;7;Wednesday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat internal truck HT 195 chassis 164, supir Sdr. Aris Susanto (PT. Balong), selesai pengisian solar di area BBM, ketika hendak parkir kembali ke posisi semula, saat manuever tanpa disadari rem mengalami blong dan truck tersebut tidak terkendali, sehingga bagian depan truck internal menabrak bagian belakang chassis 194 yang sedang parkir di pinggir dermaga barat di kademeter 730, akibat insiden tersebut truck internal mengalami kerusakan. 
01/05/23;1;May;2023;4;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pukul 04.40 WIB Safety mendapat laporan dari solo Sdr. Fajar Sidik telah terjadi inciden di atas kapal SINGAPURA saat penutupan palka.Pada saat QCC 14 dengan operator sdr. Agus Sutilarso dibantu solo sdr. Fajar Sidik dan wisky sdr. Iwan Saputra, ketika operator melakukan Tutup Palka di atas kapal SINGAPURA di bay 13, di karenakan ada goyangan, tanpa disadari oleh operator, kuncian palka sebelah kiri laut terbentur palka yang mengakibatkan kuncian palka bengkok.
01/05/23;1;May;2023;4;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pada saat Qcc 16 Operator Sdr. Maktub Efendi dan Whisky Sdr. Jeri Saputra, ketika operator bongkar kontainer 2x20” (combo), TRHU 2527290/20FT/DFSU 1836452/20FT,di atas kapal Tiger Bintulu di Bay 13/15 Row 01 Tier 82 on dek,saat operator melakukan hoist di pandu solo, posisi kontainer sudah terangkat kurang lebih 30 Cm, tanpa di sadari oleh operator, Corner Casting kontainer TRHU 2527290/20 FT di bagian atas pintu jebol, dan ketika operator memposisikannya kembali, kontainer DFSU 1836452/20 FT tulang bawah sisi kanan/kiri terbentur sepatu kontainer.
08/05/23;8;May;2023;14;Monday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Sekitar pukul 14.15 WIB Safety mendapat laporan dari Supervisi Yard Sdr. Purwadi, bahwa telah terjadi insiden di kapal TIGER LIANYUNGANG Voy.2309N Berth 7.
Pada saat Operator QCC 07 Koja, dengan operator Sdr. Taufik sendang melakukan kegiatan bongkar di bay 13 dan 15 di pandu oleh solo Sdr. Supriyanto dari sebelah timur dan whisky Sdr. ESA mengangkut kontainer BEAU 2351038 / 20” di bay 13.09.01, tanpa disadari terangkat dudukan twistlocknya yang berada di sebelah barat laut hingga terlepas, dan kemudian di lanjutkan kembali gantry ke bay 15.09.01 saat sedang mengangkat kontainer MSKU 2669571/20”. Tanpa disadari keangkat kembali dudukan twistlock yang berada di sebelah timur laut hingga terlepas"
08/05/23;8;May;2023;23;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Pukul 23.25 WIB Safety mendapat laporan  dari Sdr. Angga anggota security, telah terjadi insiden antara RTG 03 dengan truck eksternal.Pada saat RTG 03 operator Sdr. Muhammad Taufik (PT. Arjuna Prawira Sakti), awal kerja berada di blok K3 untuk pelayanan delivery, mendapat perintah dari supervisor operasional Sdr. Suratman untuk melayani eksport di blok K2 yang kondisinya di blok tersebut padat, ketika RTG 03 sedang gantry dari blok K3 hendak ke blok K2 setibanya di jalur steering K3 / K2 ada truck external B 9989 VO supir Sdr. Eki Kurniawan, yang sedang parkir menunggu pelayanan, posisi bagian belakang sebelah kanan chaissnya terlalu mepet  ke jalur RTG, sehingga chasis tersebut terserempet RTG yang sedang gantry, atas insiden tersebut RTG mengalami kerusakan
09/05/23;9;May;2023;4;Tuesday;Safety;Near Miss;HT External;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;External;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Pukul 04.00 WIB Safety mendapat laporan dari sdr. Juren operator RTG 61, telah terjadi insiden truck external nyerempet kontainer WHSU 2476815 / 20”.
Pada saat truck eksternal B 9447 TEJ, supir Sdr. Tairo yang ingin muat di blok NN slot 12 row 5 tir 2 di karenakan truck eksternal posisinya kurang pas, ketika truck tersebut bergerak ingin meluruskan, truck memaksakan maneuver di blok tersebut sehingga chasis sebelah kanan menyerempet kontainer WHSU 2476815/20” yang berada di blok NN 05 01 01 tersebut, yang berakibat bagian dinding kanan penyok dan lecet kurang lebih 2 meteran"
13/05/23;13;May;2023;17;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sekitar pukul 17.41 WIB, saat QCC 09 operator Sdr. M. Dasuki, Wisky Sdr. Aryadi (PT.Kopegmar) dan Solo Sdr.M.Taufik Hidayat (PT. Kopegmar) sedang pelayanan muatan di bay 22 kapal SPECTRUM N berth 1, disaat bersamaan internal headtruck 192 , chassis 108 driver Caesar Bagus Anash Setyo (PT. Balong) selesai bongkaran dari QCC 07 hendak keluar area dermaga melalui sisi selatan QCC 09 (celah antara QCC 09 dengan QCC 07) sehingga ketika menuever bagian bumper depan internal headtruck 192 menabrak stopper sebelah selatan QCC 09 mengakibatkan stopper sebelah selatan QCC 09 patah, sedangkan internal headtruck 192 mengalami lecet pada bagian bumber sebelah kiri
